"Country or Area","SNA93 Table Code","Sub Group","Item","SNA93 Item Code","Fiscal Year","Series","Currency","SNA System","Fiscal Year Type","Base Year","Value","Value Footnotes"
"Germany","2.5","Industries","Financial and insurance activities","K","2014","1000","Euro","2008","Western calendar year","2015","120906450000",""
"Germany","2.5","Industries","Real estate activities","L","2014","1000","Euro","2008","Western calendar year","2010","278451260000",""
"Germany","2.5","Industries","Real estate activities","L","2014","1000","Euro","2008","Western calendar year","2015","295185780000",""
"Germany","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2014","1000","Euro","2008","Western calendar year","2010","261703120000",""
"Germany","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2014","1000","Euro","2008","Western calendar year","2015","300778290000",""
"Germany","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2014","1000","Euro","2008","Western calendar year","2010","427071580000",""
"Germany","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2014","1000","Euro","2008","Western calendar year","2015","483729290000",""
"Germany","2.5","Industries","Other service activities","R+S+T","2014","1000","Euro","2008","Western calendar year","2010","95737790000",""
"Germany","2.5","Industries","Other service activities","R+S+T","2014","1000","Euro","2008","Western calendar year","2015","106767810000",""
"Germany","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2014","1000","Euro","2008","Western calendar year","2010","2484910160000",""
"Germany","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2014","1000","Euro","2008","Western calendar year","2015","2689627960000",""
"Germany","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2014","1000","Euro","2008","Western calendar year","2010","274900360000",""
"Germany","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2014","1000","Euro","2008","Western calendar year","2015","292450000000",""
"Germany","2.5","Industries","Plus: Taxes on products","D.21","2014","1000","Euro","2008","Western calendar year","2010","281294580000",""
"Germany","2.5","Industries","Plus: Taxes on products","D.21","2014","1000","Euro","2008","Western calendar year","2015","299282000000",""
"Germany","2.5","Industries","Less: Subsidies on products","D.31","2014","1000","Euro","2008","Western calendar year","2010","6415780000",""
"Germany","2.5","Industries","Less: Subsidies on products","D.31","2014","1000","Euro","2008","Western calendar year","2015","6848000000",""
"Germany","2.5","Industries","Plus: Statistical discrepancy","","2014","1000","Euro","2008","Western calendar year","2010","-55590000",""
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2014","1000","Euro","2008","Western calendar year","2010","2759632180000",""
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2014","1000","Euro","2008","Western calendar year","2015","2981695150000","1"
"Germany","2.5","Industries","Agriculture, forestry and fishing","A","2013","1000","Euro","2008","Western calendar year","2010","15614500000",""
"Germany","2.5","Industries","Agriculture, forestry and fishing","A","2013","1000","Euro","2008","Western calendar year","2015","21915540000",""
"Germany","2.5","Industries","Agriculture, forestry and fishing","A","2013","300","1999 DEM euro / euro","1993","Western calendar year","2005","15221140000",""
"Germany","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2013","1000","Euro","2008","Western calendar year","2010","628839760000",""
"Germany","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2013","1000","Euro","2008","Western calendar year","2015","655145930000",""
"Germany","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2013","300","1999 DEM euro / euro","1993","Western calendar year","2005","569317520000",""
"Germany","2.5","Industries","Manufacturing","C","2013","1000","Euro","2008","Western calendar year","2010","546652190000",""
"Germany","2.5","Industries","Manufacturing","C","2013","1000","Euro","2008","Western calendar year","2015","580172840000",""
"Germany","2.5","Industries","Manufacturing","C","2013","300","1999 DEM euro / euro","1993","Western calendar year","2005","509283980000",""
"Germany","2.5","Industries","Construction","F","2013","1000","Euro","2008","Western calendar year","2010","99912890000",""
"Germany","2.5","Industries","Construction","F","2013","1000","Euro","2008","Western calendar year","2015","120260460000",""
"Germany","2.5","Industries","Construction","F","2013","300","1999 DEM euro / euro","1993","Western calendar year","2005","83985190000",""
"Germany","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2013","1000","Euro","2008","Western calendar year","2010","392541570000",""
"Germany","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2013","1000","Euro","2008","Western calendar year","2015","416266910000",""
"Germany","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2013","300","1999 DEM euro / euro","1993","Western calendar year","2005","344667480000",""
"Germany","2.5","Industries","Information and communication","J","2013","1000","Euro","2008","Western calendar year","2010","123579950000",""
"Germany","2.5","Industries","Information and communication","J","2013","1000","Euro","2008","Western calendar year","2015","117800270000",""
"Germany","2.5","Industries","Information and communication","J","2013","300","1999 DEM euro / euro","1993","Western calendar year","2005","120537460000",""
"Germany","2.5","Industries","Financial and insurance activities","K","2013","1000","Euro","2008","Western calendar year","2010","117463290000",""
"Germany","2.5","Industries","Financial and insurance activities","K","2013","1000","Euro","2008","Western calendar year","2015","127437080000",""
"Germany","2.5","Industries","Financial and insurance activities","K","2013","300","1999 DEM euro / euro","1993","Western calendar year","2005","113753840000",""
"Germany","2.5","Industries","Real estate activities","L","2013","1000","Euro","2008","Western calendar year","2010","278985820000",""
"Germany","2.5","Industries","Real estate activities","L","2013","1000","Euro","2008","Western calendar year","2015","293569640000",""
"Germany","2.5","Industries","Real estate activities","L","2013","300","1999 DEM euro / euro","1993","Western calendar year","2005","261615700000",""
"Germany","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2013","1000","Euro","2008","Western calendar year","2010","255298480000",""
"Germany","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2013","1000","Euro","2008","Western calendar year","2015","292309120000",""
"Germany","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2013","300","1999 DEM euro / euro","1993","Western calendar year","2005","250568840000",""
"Germany","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2013","1000","Euro","2008","Western calendar year","2010","423756770000",""
"Germany","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2013","1000","Euro","2008","Western calendar year","2015","478433520000",""
"Germany","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2013","300","1999 DEM euro / euro","1993","Western calendar year","2005","397487850000",""
"Germany","2.5","Industries","Other service activities","R+S+T","2013","1000","Euro","2008","Western calendar year","2010","95515570000",""
"Germany","2.5","Industries","Other service activities","R+S+T","2013","1000","Euro","2008","Western calendar year","2015","108152720000",""
"Germany","2.5","Industries","Other service activities","R+S+T","2013","300","1999 DEM euro / euro","1993","Western calendar year","2005","96485690000",""
"Germany","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2013","1000","Euro","2008","Western calendar year","2010","2431046830000",""
"Germany","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2013","1000","Euro","2008","Western calendar year","2015","2630287930000",""
"Germany","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2013","300","1999 DEM euro / euro","1993","Western calendar year","2005","2256753730000",""
"Germany","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2013","1000","Euro","2008","Western calendar year","2010","269733060000",""
"Germany","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2013","1000","Euro","2008","Western calendar year","2015","286945000000",""
"Germany","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2013","300","1999 DEM euro / euro","1993","Western calendar year","2005","226172890000",""
"Germany","2.5","Industries","Plus: Taxes on products","D.21","2013","1000","Euro","2008","Western calendar year","2010","276127830000",""
"Germany","2.5","Industries","Plus: Taxes on products","D.21","2013","1000","Euro","2008","Western calendar year","2015","293778000000",""
"Germany","2.5","Industries","Plus: Taxes on products","D.21","2013","300","1999 DEM euro / euro","1993","Western calendar year","2005","232830000000",""
"Germany","2.5","Industries","Less: Subsidies on products","D.31","2013","1000","Euro","2008","Western calendar year","2010","6403040000",""
"Germany","2.5","Industries","Less: Subsidies on products","D.31","2013","1000","Euro","2008","Western calendar year","2015","6836000000",""
