"Country or Area","SNA93 Table Code","Sub Group","Item","SNA93 Item Code","Year","Series","Currency","SNA System","Value","Value Footnotes"
"Trinidad and Tobago","2.1","Industries","Plus: Taxes on products","D.21","1999","100","Trinidad and Tobago dollar              ","1993","1824000000",""
"Trinidad and Tobago","2.1","Industries","Less: Subsidies on products","D.31","1999","100","Trinidad and Tobago dollar              ","1993","390000000",""
"Trinidad and Tobago","2.1","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","1999","100","Trinidad and Tobago dollar              ","1993","42889000000",""
"Trinidad and Tobago","2.1","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","1999","10","Trinidad and Tobago dollar              ","1968","41045000000",""
"Trinidad and Tobago","2.1","Industries","Agriculture, hunting, forestry; fishing","A+B","2000","100","Trinidad and Tobago dollar              ","1993","626000000",""
"Trinidad and Tobago","2.1","Industries","Agriculture, hunting, forestry","A","2000","100","Trinidad and Tobago dollar              ","1993","545000000",""
"Trinidad and Tobago","2.1","Industries","Agriculture, hunting and related service activities","01","2000","100","Trinidad and Tobago dollar              ","1993","504000000",""
"Trinidad and Tobago","2.1","Industries","Forestry, logging and related service activities","02","2000","100","Trinidad and Tobago dollar              ","1993","41000000",""
"Trinidad and Tobago","2.1","Industries","Fishing","B","2000","100","Trinidad and Tobago dollar              ","1993","81000000",""
"Trinidad and Tobago","2.1","Industries","Mining and quarrying","C","2000","100","Trinidad and Tobago dollar              ","1993","9772000000",""
"Trinidad and Tobago","2.1","Industries","Manufacturing","D","2000","100","Trinidad and Tobago dollar              ","1993","8700000000",""
"Trinidad and Tobago","2.1","Industries","Electricity, gas and water supply","E","2000","100","Trinidad and Tobago dollar              ","1993","888000000",""
"Trinidad and Tobago","2.1","Industries","Construction","F","2000","100","Trinidad and Tobago dollar              ","1993","3760000000",""
"Trinidad and Tobago","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and households goods; hotels and restaurants","G+H","2000","100","Trinidad and Tobago dollar              ","1993","9990000000",""
"Trinidad and Tobago","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods","G","2000","100","Trinidad and Tobago dollar              ","1993","9062000000",""
"Trinidad and Tobago","2.1","Industries","Hotels and restaurants","H","2000","100","Trinidad and Tobago dollar              ","1993","928000000",""
"Trinidad and Tobago","2.1","Industries","Transport, storage and communications","I","2000","100","Trinidad and Tobago dollar              ","1993","4316000000",""
"Trinidad and Tobago","2.1","Industries","Post and telecommunications","64","2000","100","Trinidad and Tobago dollar              ","1993","1355700000",""
"Trinidad and Tobago","2.1","Industries","Financial intermediation; real estate, renting and business activities","J+K","2000","100","Trinidad and Tobago dollar              ","1993","7305000000",""
"Trinidad and Tobago","2.1","Industries","Financial intermediation","J","2000","100","Trinidad and Tobago dollar              ","1993","3545100000",""
"Trinidad and Tobago","2.1","Industries","Public administration and defence; compulsory social security","L","2000","100","Trinidad and Tobago dollar              ","1993","3887000000",""
"Trinidad and Tobago","2.1","Industries","Education; health and social work; other community, social and personal services","M+N+O","2000","100","Trinidad and Tobago dollar              ","1993","2237000000",""
"Trinidad and Tobago","2.1","Industries","Education","M","2000","100","Trinidad and Tobago dollar              ","1993","1411000000",""
"Trinidad and Tobago","2.1","Industries","Health and social work","N","2000","100","Trinidad and Tobago dollar              ","1993","320000000",""
"Trinidad and Tobago","2.1","Industries","Other community, social and personal services","O","2000","100","Trinidad and Tobago dollar              ","1993","506000000",""
"Trinidad and Tobago","2.1","Industries","Private households with employed persons","P","2000","100","Trinidad and Tobago dollar              ","1993","79000000",""
"Trinidad and Tobago","2.1","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2000","100","Trinidad and Tobago dollar              ","1993","51560000000",""
"Trinidad and Tobago","2.1","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","2000","100","Trinidad and Tobago dollar              ","1993","2216000000",""
"Trinidad and Tobago","2.1","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2000","100","Trinidad and Tobago dollar              ","1993","2027000000","128"
"Trinidad and Tobago","2.1","Industries","Plus: Taxes on products","D.21","2000","100","Trinidad and Tobago dollar              ","1993","1932000000",""
"Trinidad and Tobago","2.1","Industries","Less: Subsidies on products","D.31","2000","100","Trinidad and Tobago dollar              ","1993","721000000",""
"Trinidad and Tobago","2.1","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2000","100","Trinidad and Tobago dollar              ","1993","51371000000",""
"Trinidad and Tobago","2.1","Industries","Agriculture, hunting, forestry; fishing","A+B","2001","100","Trinidad and Tobago dollar              ","1993","601000000",""
"Trinidad and Tobago","2.1","Industries","Agriculture, hunting, forestry","A","2001","100","Trinidad and Tobago dollar              ","1993","517000000",""
"Trinidad and Tobago","2.1","Industries","Agriculture, hunting and related service activities","01","2001","100","Trinidad and Tobago dollar              ","1993","479000000",""
"Trinidad and Tobago","2.1","Industries","Forestry, logging and related service activities","02","2001","100","Trinidad and Tobago dollar              ","1993","38000000",""
"Trinidad and Tobago","2.1","Industries","Fishing","B","2001","100","Trinidad and Tobago dollar              ","1993","84000000",""
"Trinidad and Tobago","2.1","Industries","Mining and quarrying","C","2001","100","Trinidad and Tobago dollar              ","1993","9541000000",""
"Trinidad and Tobago","2.1","Industries","Manufacturing","D","2001","100","Trinidad and Tobago dollar              ","1993","8727000000",""
"Trinidad and Tobago","2.1","Industries","Electricity, gas and water supply","E","2001","100","Trinidad and Tobago dollar              ","1993","881000000",""
"Trinidad and Tobago","2.1","Industries","Construction","F","2001","100","Trinidad and Tobago dollar              ","1993","4277000000",""
"Trinidad and Tobago","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and households goods; hotels and restaurants","G+H","2001","100","Trinidad and Tobago dollar              ","1993","10112000000",""
"Trinidad and Tobago","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods","G","2001","100","Trinidad and Tobago dollar              ","1993","9108700000",""
"Trinidad and Tobago","2.1","Industries","Hotels and restaurants","H","2001","100","Trinidad and Tobago dollar              ","1993","1003000000",""
"Trinidad and Tobago","2.1","Industries","Transport, storage and communications","I","2001","100","Trinidad and Tobago dollar              ","1993","5428000000",""
"Trinidad and Tobago","2.1","Industries","Post and telecommunications","64","2001","100","Trinidad and Tobago dollar              ","1993","1632800000",""
"Trinidad and Tobago","2.1","Industries","Financial intermediation; real estate, renting and business activities","J+K","2001","100","Trinidad and Tobago dollar              ","1993","7506000000",""
"Trinidad and Tobago","2.1","Industries","Financial intermediation","J","2001","100","Trinidad and Tobago dollar              ","1993","3309000000",""
"Trinidad and Tobago","2.1","Industries","Public administration and defence; compulsory social security","L","2001","100","Trinidad and Tobago dollar              ","1993","4714000000",""
"Trinidad and Tobago","2.1","Industries","Education; health and social work; other community, social and personal services","M+N+O","2001","100","Trinidad and Tobago dollar              ","1993","3078000000",""
"Trinidad and Tobago","2.1","Industries","Education","M","2001","100","Trinidad and Tobago dollar              ","1993","1749000000",""
"Trinidad and Tobago","2.1","Industries","Health and social work","N","2001","100","Trinidad and Tobago dollar              ","1993","795000000",""
"Trinidad and Tobago","2.1","Industries","Other community, social and personal services","O","2001","100","Trinidad and Tobago dollar              ","1993","534000000",""
"Trinidad and Tobago","2.1","Industries","Private households with employed persons","P","2001","100","Trinidad and Tobago dollar              ","1993","79000000",""
"Trinidad and Tobago","2.1","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2001","100","Trinidad and Tobago dollar              ","1993","54944000000",""
"Trinidad and Tobago","2.1","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","2001","100","Trinidad and Tobago dollar              ","1993","2116000000",""
"Trinidad and Tobago","2.1","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2001","100","Trinidad and Tobago dollar              ","1993","2179000000","128"
"Trinidad and Tobago","2.1","Industries","Plus: Taxes on products","D.21","2001","100","Trinidad and Tobago dollar              ","1993","2071000000",""
"Trinidad and Tobago","2.1","Industries","Less: Subsidies on products","D.31","2001","100","Trinidad and Tobago dollar              ","1993","553000000",""
"Trinidad and Tobago","2.1","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2001","100","Trinidad and Tobago dollar              ","1993","55007000000",""
"Trinidad and Tobago","2.1","Industries","Agriculture, hunting, forestry; fishing","A+B","2002","100","Trinidad and Tobago dollar              ","1993","672000000",""
"Trinidad and Tobago","2.1","Industries","Agriculture, hunting, forestry","A","2002","100","Trinidad and Tobago dollar              ","1993","573000000",""
"Trinidad and Tobago","2.1","Industries","Agriculture, hunting and related service activities","01","2002","100","Trinidad and Tobago dollar              ","1993","526000000",""
"Trinidad and Tobago","2.1","Industries","Forestry, logging and related service activities","02","2002","100","Trinidad and Tobago dollar              ","1993","47000000",""
"Trinidad and Tobago","2.1","Industries","Fishing","B","2002","100","Trinidad and Tobago dollar              ","1993","99000000",""
"Trinidad and Tobago","2.1","Industries","Mining and quarrying","C","2002","100","Trinidad and Tobago dollar              ","1993","9095000000",""
"Trinidad and Tobago","2.1","Industries","Manufacturing","D","2002","100","Trinidad and Tobago dollar              ","1993","8888300000",""
"Trinidad and Tobago","2.1","Industries","Electricity, gas and water supply","E","2002","100","Trinidad and Tobago dollar              ","1993","803000000",""
"Trinidad and Tobago","2.1","Industries","Construction","F","2002","100","Trinidad and Tobago dollar              ","1993","4058000000",""
"Trinidad and Tobago","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and households goods; hotels and restaurants","G+H","2002","100","Trinidad and Tobago dollar              ","1993","10628000000",""
"Trinidad and Tobago","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods","G","2002","100","Trinidad and Tobago dollar              ","1993","9557300000",""
"Trinidad and Tobago","2.1","Industries","Hotels and restaurants","H","2002","100","Trinidad and Tobago dollar              ","1993","1071000000",""
"Trinidad and Tobago","2.1","Industries","Transport, storage and communications","I","2002","100","Trinidad and Tobago dollar              ","1993","5489000000",""
"Trinidad and Tobago","2.1","Industries","Post and telecommunications","64","2002","100","Trinidad and Tobago dollar              ","1993","1731100000",""
"Trinidad and Tobago","2.1","Industries","Financial intermediation; real estate, renting and business activities","J+K","2002","100","Trinidad and Tobago dollar              ","1993","8890000000",""
"Trinidad and Tobago","2.1","Industries","Financial intermediation","J","2002","100","Trinidad and Tobago dollar              ","1993","4119500000",""
"Trinidad and Tobago","2.1","Industries","Public administration and defence; compulsory social security","L","2002","100","Trinidad and Tobago dollar              ","1993","4333000000",""
"Trinidad and Tobago","2.1","Industries","Education; health and social work; other community, social and personal services","M+N+O","2002","100","Trinidad and Tobago dollar              ","1993","3066000000",""
"Trinidad and Tobago","2.1","Industries","Education","M","2002","100","Trinidad and Tobago dollar              ","1993","1811000000",""
"Trinidad and Tobago","2.1","Industries","Health and social work","N","2002","100","Trinidad and Tobago dollar              ","1993","836000000",""
"Trinidad and Tobago","2.1","Industries","Other community, social and personal services","O","2002","100","Trinidad and Tobago dollar              ","1993","419000000",""
"Trinidad and Tobago","2.1","Industries","Private households with employed persons","P","2002","100","Trinidad and Tobago dollar              ","1993","154000000",""
"Trinidad and Tobago","2.1","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2002","100","Trinidad and Tobago dollar              ","1993","56076300000",""
"Trinidad and Tobago","2.1","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","2002","100","Trinidad and Tobago dollar              ","1993","2187000000",""
"Trinidad and Tobago","2.1","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2002","100","Trinidad and Tobago dollar              ","1993","2401000000","128"
"Trinidad and Tobago","2.1","Industries","Plus: Taxes on products","D.21","2002","100","Trinidad and Tobago dollar              ","1993","2244000000",""
"Trinidad and Tobago","2.1","Industries","Less: Subsidies on products","D.31","2002","100","Trinidad and Tobago dollar              ","1993","615000000",""
"Trinidad and Tobago","2.1","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2002","100","Trinidad and Tobago dollar              ","1993","56290000000",""
"Trinidad and Tobago","2.1","Industries","Agriculture, hunting, forestry; fishing","A+B","2003","100","Trinidad and Tobago dollar              ","1993","569000000",""
"Trinidad and Tobago","2.1","Industries","Agriculture, hunting, forestry","A","2003","100","Trinidad and Tobago dollar              ","1993","483000000",""
"Trinidad and Tobago","2.1","Industries","Agriculture, hunting and related service activities","01","2003","100","Trinidad and Tobago dollar              ","1993","435000000",""
"Trinidad and Tobago","2.1","Industries","Forestry, logging and related service activities","02","2003","100","Trinidad and Tobago dollar              ","1993","48000000",""
"Trinidad and Tobago","2.1","Industries","Fishing","B","2003","100","Trinidad and Tobago dollar              ","1993","86000000",""
"Trinidad and Tobago","2.1","Industries","Mining and quarrying","C","2003","100","Trinidad and Tobago dollar              ","1993","16441000000",""
"Trinidad and Tobago","2.1","Industries","Manufacturing","D","2003","100","Trinidad and Tobago dollar              ","1993","12902000000",""
"Trinidad and Tobago","2.1","Industries","Electricity, gas and water supply","E","2003","100","Trinidad and Tobago dollar              ","1993","896000000",""
"Trinidad and Tobago","2.1","Industries","Construction","F","2003","100","Trinidad and Tobago dollar              ","1993","5154000000",""
"Trinidad and Tobago","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and households goods; hotels and restaurants","G+H","2003","100","Trinidad and Tobago dollar              ","1993","11528000000",""
"Trinidad and Tobago","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods","G","2003","100","Trinidad and Tobago dollar              ","1993","10399000000",""
"Trinidad and Tobago","2.1","Industries","Hotels and restaurants","H","2003","100","Trinidad and Tobago dollar              ","1993","1129000000",""
"Trinidad and Tobago","2.1","Industries","Transport, storage and communications","I","2003","100","Trinidad and Tobago dollar              ","1993","5669000000",""
"Trinidad and Tobago","2.1","Industries","Post and telecommunications","64","2003","100","Trinidad and Tobago dollar              ","1993","1873900000",""
"Trinidad and Tobago","2.1","Industries","Financial intermediation; real estate, renting and business activities","J+K","2003","100","Trinidad and Tobago dollar              ","1993","9182000000",""
"Trinidad and Tobago","2.1","Industries","Financial intermediation","J","2003","100","Trinidad and Tobago dollar              ","1993","4098000000",""
"Trinidad and Tobago","2.1","Industries","Public administration and defence; compulsory social security","L","2003","100","Trinidad and Tobago dollar              ","1993","5560000000",""
"Trinidad and Tobago","2.1","Industries","Education; health and social work; other community, social and personal services","M+N+O","2003","100","Trinidad and Tobago dollar              ","1993","3241000000",""
"Trinidad and Tobago","2.1","Industries","Education","M","2003","100","Trinidad and Tobago dollar              ","1993","2288000000",""
"Trinidad and Tobago","2.1","Industries","Health and social work","N","2003","100","Trinidad and Tobago dollar              ","1993","483000000",""
"Trinidad and Tobago","2.1","Industries","Other community, social and personal services","O","2003","100","Trinidad and Tobago dollar              ","1993","470000000",""
"Trinidad and Tobago","2.1","Industries","Private households with employed persons","P","2003","100","Trinidad and Tobago dollar              ","1993","155000000",""
"Trinidad and Tobago","2.1","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2003","100","Trinidad and Tobago dollar              ","1993","71297000000",""
"Trinidad and Tobago","2.1","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","2003","100","Trinidad and Tobago dollar              ","1993","2493000000",""
"Trinidad and Tobago","2.1","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2003","100","Trinidad and Tobago dollar              ","1993","2364000000","128"
"Trinidad and Tobago","2.1","Industries","Plus: Taxes on products","D.21","2003","100","Trinidad and Tobago dollar              ","1993","2529000000",""
"Trinidad and Tobago","2.1","Industries","Less: Subsidies on products","D.31","2003","100","Trinidad and Tobago dollar              ","1993","748000000",""
"Trinidad and Tobago","2.1","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2003","100","Trinidad and Tobago dollar              ","1993","71169000000",""
"Trinidad and Tobago","2.1","Industries","Agriculture, hunting, forestry; fishing","A+B","2004","100","Trinidad and Tobago dollar              ","1993","507000000",""
"Trinidad and Tobago","2.1","Industries","Agriculture, hunting, forestry","A","2004","100","Trinidad and Tobago dollar              ","1993","419000000",""
"Trinidad and Tobago","2.1","Industries","Agriculture, hunting and related service activities","01","2004","100","Trinidad and Tobago dollar              ","1993","348000000",""
"Trinidad and Tobago","2.1","Industries","Forestry, logging and related service activities","02","2004","100","Trinidad and Tobago dollar              ","1993","71000000",""
"Trinidad and Tobago","2.1","Industries","Fishing","B","2004","100","Trinidad and Tobago dollar              ","1993","88000000",""
"Trinidad and Tobago","2.1","Industries","Mining and quarrying","C","2004","100","Trinidad and Tobago dollar              ","1993","19875000000",""
"Trinidad and Tobago","2.1","Industries","Manufacturing","D","2004","100","Trinidad and Tobago dollar              ","1993","17297000000",""
"Trinidad and Tobago","2.1","Industries","Electricity, gas and water supply","E","2004","100","Trinidad and Tobago dollar              ","1993","947000000",""
"Trinidad and Tobago","2.1","Industries","Construction","F","2004","100","Trinidad and Tobago dollar              ","1993","5939000000",""
"Trinidad and Tobago","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and households goods; hotels and restaurants","G+H","2004","100","Trinidad and Tobago dollar              ","1993","12469000000",""
"Trinidad and Tobago","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods","G","2004","100","Trinidad and Tobago dollar              ","1993","11272000000",""
"Trinidad and Tobago","2.1","Industries","Hotels and restaurants","H","2004","100","Trinidad and Tobago dollar              ","1993","1197000000",""
"Trinidad and Tobago","2.1","Industries","Transport, storage and communications","I","2004","100","Trinidad and Tobago dollar              ","1993","5433000000",""
"Trinidad and Tobago","2.1","Industries","Post and telecommunications","64","2004","100","Trinidad and Tobago dollar              ","1993","2227400000",""
"Trinidad and Tobago","2.1","Industries","Financial intermediation; real estate, renting and business activities","J+K","2004","100","Trinidad and Tobago dollar              ","1993","11695000000",""
"Trinidad and Tobago","2.1","Industries","Financial intermediation","J","2004","100","Trinidad and Tobago dollar              ","1993","4703300000",""
"Trinidad and Tobago","2.1","Industries","Public administration and defence; compulsory social security","L","2004","100","Trinidad and Tobago dollar              ","1993","5964000000",""
"Trinidad and Tobago","2.1","Industries","Education; health and social work; other community, social and personal services","M+N+O","2004","100","Trinidad and Tobago dollar              ","1993","3222000000",""
"Trinidad and Tobago","2.1","Industries","Education","M","2004","100","Trinidad and Tobago dollar              ","1993","2255000000",""
"Trinidad and Tobago","2.1","Industries","Health and social work","N","2004","100","Trinidad and Tobago dollar              ","1993","468000000",""
"Trinidad and Tobago","2.1","Industries","Other community, social and personal services","O","2004","100","Trinidad and Tobago dollar              ","1993","499000000",""
"Trinidad and Tobago","2.1","Industries","Private households with employed persons","P","2004","100","Trinidad and Tobago dollar              ","1993","155000000",""
"Trinidad and Tobago","2.1","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2004","100","Trinidad and Tobago dollar              ","1993","83503000000",""
"Trinidad and Tobago","2.1","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","2004","100","Trinidad and Tobago dollar              ","1993","3019000000",""
"Trinidad and Tobago","2.1","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2004","100","Trinidad and Tobago dollar              ","1993","3171000000","128"
"Trinidad and Tobago","2.1","Industries","Plus: Taxes on products","D.21","2004","100","Trinidad and Tobago dollar              ","1993","2901000000",""
"Trinidad and Tobago","2.1","Industries","Less: Subsidies on products","D.31","2004","100","Trinidad and Tobago dollar              ","1993","1425800000",""
"Trinidad and Tobago","2.1","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2004","100","Trinidad and Tobago dollar              ","1993","83652500000",""
"Trinidad and Tobago","2.1","Industries","Agriculture, hunting, forestry; fishing","A+B","2005","100","Trinidad and Tobago dollar              ","1993","528000000",""
"Trinidad and Tobago","2.1","Industries","Agriculture, hunting, forestry","A","2005","100","Trinidad and Tobago dollar              ","1993","416000000",""
"Trinidad and Tobago","2.1","Industries","Agriculture, hunting and related service activities","01","2005","100","Trinidad and Tobago dollar              ","1993","350000000",""
"Trinidad and Tobago","2.1","Industries","Forestry, logging and related service activities","02","2005","100","Trinidad and Tobago dollar              ","1993","66000000",""
"Trinidad and Tobago","2.1","Industries","Fishing","B","2005","100","Trinidad and Tobago dollar              ","1993","112000000",""
"Trinidad and Tobago","2.1","Industries","Mining and quarrying","C","2005","100","Trinidad and Tobago dollar              ","1993","27236000000",""
"Trinidad and Tobago","2.1","Industries","Manufacturing","D","2005","100","Trinidad and Tobago dollar              ","1993","21426000000",""
"Trinidad and Tobago","2.1","Industries","Electricity, gas and water supply","E","2005","100","Trinidad and Tobago dollar              ","1993","890000000",""
"Trinidad and Tobago","2.1","Industries","Construction","F","2005","100","Trinidad and Tobago dollar              ","1993","7453000000",""
"Trinidad and Tobago","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and households goods; hotels and restaurants","G+H","2005","100","Trinidad and Tobago dollar              ","1993","15387000000",""
"Trinidad and Tobago","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods","G","2005","100","Trinidad and Tobago dollar              ","1993","14015000000",""
"Trinidad and Tobago","2.1","Industries","Hotels and restaurants","H","2005","100","Trinidad and Tobago dollar              ","1993","1372000000",""
"Trinidad and Tobago","2.1","Industries","Transport, storage and communications","I","2005","100","Trinidad and Tobago dollar              ","1993","5634000000",""
"Trinidad and Tobago","2.1","Industries","Post and telecommunications","64","2005","100","Trinidad and Tobago dollar              ","1993","2012800000",""
"Trinidad and Tobago","2.1","Industries","Financial intermediation; real estate, renting and business activities","J+K","2005","100","Trinidad and Tobago dollar              ","1993","11643000000",""
"Trinidad and Tobago","2.1","Industries","Financial intermediation","J","2005","100","Trinidad and Tobago dollar              ","1993","6928300000",""
"Trinidad and Tobago","2.1","Industries","Public administration and defence; compulsory social security","L","2005","100","Trinidad and Tobago dollar              ","1993","6675000000",""
"Trinidad and Tobago","2.1","Industries","Education; health and social work; other community, social and personal services","M+N+O","2005","100","Trinidad and Tobago dollar              ","1993","3534900000",""
"Trinidad and Tobago","2.1","Industries","Education","M","2005","100","Trinidad and Tobago dollar              ","1993","2599000000",""
"Trinidad and Tobago","2.1","Industries","Health and social work","N","2005","100","Trinidad and Tobago dollar              ","1993","332000000",""
"Trinidad and Tobago","2.1","Industries","Other community, social and personal services","O","2005","100","Trinidad and Tobago dollar              ","1993","604000000",""
"Trinidad and Tobago","2.1","Industries","Private households with employed persons","P","2005","100","Trinidad and Tobago dollar              ","1993","155900000",""
"Trinidad and Tobago","2.1","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2005","100","Trinidad and Tobago dollar              ","1993","100563000000",""
"Trinidad and Tobago","2.1","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","2005","100","Trinidad and Tobago dollar              ","1993","2958000000",""
"Trinidad and Tobago","2.1","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2005","100","Trinidad and Tobago dollar              ","1993","3079000000","128"
"Trinidad and Tobago","2.1","Industries","Plus: Taxes on products","D.21","2005","100","Trinidad and Tobago dollar              ","1993","3168000000",""
"Trinidad and Tobago","2.1","Industries","Less: Subsidies on products","D.31","2005","100","Trinidad and Tobago dollar              ","1993","2609800000",""
"Trinidad and Tobago","2.1","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2005","100","Trinidad and Tobago dollar              ","1993","100682000000",""
"Trinidad and Tobago","2.1","Industries","Agriculture, hunting, forestry; fishing","A+B","2006","100","Trinidad and Tobago dollar              ","1993","489000000",""
"Trinidad and Tobago","2.1","Industries","Agriculture, hunting, forestry","A","2006","100","Trinidad and Tobago dollar              ","1993","401000000",""
"Trinidad and Tobago","2.1","Industries","Agriculture, hunting and related service activities","01","2006","100","Trinidad and Tobago dollar              ","1993","333000000",""
"Trinidad and Tobago","2.1","Industries","Forestry, logging and related service activities","02","2006","100","Trinidad and Tobago dollar              ","1993","68000000",""
"Trinidad and Tobago","2.1","Industries","Fishing","B","2006","100","Trinidad and Tobago dollar              ","1993","88000000",""
"Trinidad and Tobago","2.1","Industries","Mining and quarrying","C","2006","100","Trinidad and Tobago dollar              ","1993","35869000000",""
"Trinidad and Tobago","2.1","Industries","Manufacturing","D","2006","100","Trinidad and Tobago dollar              ","1993","23054500000",""
"Trinidad and Tobago","2.1","Industries","Electricity, gas and water supply","E","2006","100","Trinidad and Tobago dollar              ","1993","981000000",""
"Trinidad and Tobago","2.1","Industries","Construction","F","2006","100","Trinidad and Tobago dollar              ","1993","8577000000",""
"Trinidad and Tobago","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and households goods; hotels and restaurants","G+H","2006","100","Trinidad and Tobago dollar              ","1993","17730600000",""
"Trinidad and Tobago","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods","G","2006","100","Trinidad and Tobago dollar              ","1993","16154600000",""
"Trinidad and Tobago","2.1","Industries","Hotels and restaurants","H","2006","100","Trinidad and Tobago dollar              ","1993","1576000000",""
"Trinidad and Tobago","2.1","Industries","Transport, storage and communications","I","2006","100","Trinidad and Tobago dollar              ","1993","4186400000",""
"Trinidad and Tobago","2.1","Industries","Post and telecommunications","64","2006","100","Trinidad and Tobago dollar              ","1993","1253700000",""
"Trinidad and Tobago","2.1","Industries","Financial intermediation; real estate, renting and business activities","J+K","2006","100","Trinidad and Tobago dollar              ","1993","13352000000",""
"Trinidad and Tobago","2.1","Industries","Financial intermediation","J","2006","100","Trinidad and Tobago dollar              ","1993","7978600000",""
"Trinidad and Tobago","2.1","Industries","Public administration and defence; compulsory social security","L","2006","100","Trinidad and Tobago dollar              ","1993","6988000000",""
"Trinidad and Tobago","2.1","Industries","Education; health and social work; other community, social and personal services","M+N+O","2006","100","Trinidad and Tobago dollar              ","1993","3901000000",""
"Trinidad and Tobago","2.1","Industries","Education","M","2006","100","Trinidad and Tobago dollar              ","1993","2775000000",""
"Trinidad and Tobago","2.1","Industries","Health and social work","N","2006","100","Trinidad and Tobago dollar              ","1993","414400000",""
"Trinidad and Tobago","2.1","Industries","Other community, social and personal services","O","2006","100","Trinidad and Tobago dollar              ","1993","712300000",""
"Trinidad and Tobago","2.1","Industries","Private households with employed persons","P","2006","100","Trinidad and Tobago dollar              ","1993","156500000",""
"Trinidad and Tobago","2.1","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2006","100","Trinidad and Tobago dollar              ","1993","115285000000",""
"Trinidad and Tobago","2.1","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","2006","100","Trinidad and Tobago dollar              ","1993","3658600000",""
"Trinidad and Tobago","2.1","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2006","100","Trinidad and Tobago dollar              ","1993","4324000000","128"
"Trinidad and Tobago","2.1","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2006","100","Trinidad and Tobago dollar              ","1993","115951000000",""
"Trinidad and Tobago","2.1","Industries","Agriculture, hunting, forestry; fishing","A+B","2007","100","Trinidad and Tobago dollar              ","1993","523700000",""
"Trinidad and Tobago","2.1","Industries","Mining and quarrying","C","2007","100","Trinidad and Tobago dollar              ","1993","48619200000","116"
"Trinidad and Tobago","2.1","Industries","Manufacturing","D","2007","100","Trinidad and Tobago dollar              ","1993","27173000000",""
"Trinidad and Tobago","2.1","Industries","Electricity, gas and water supply","E","2007","100","Trinidad and Tobago dollar              ","1993","1534400000",""
"Trinidad and Tobago","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and households goods; hotels and restaurants","G+H","2007","100","Trinidad and Tobago dollar              ","1993","21740000000",""
"Trinidad and Tobago","2.1","Industries","Transport, storage and communications","I","2007","100","Trinidad and Tobago dollar              ","1993","7641800000",""
